,Reference Code,Solution Name (Eng),Cosine Similarity,Business Reference Code
372,S-0054,TicketME Blockchain Ticketing Platform,0.6596479415893555,N-0002
373,S-0244,ServiceNow - ITSM solution,0.6591796278953552,N-0002
374,S-0030,IoT Building Access Control System,0.659041166305542,N-0002
375,S-0115,All-in-one event management software,0.6561542749404907,N-0002
376,S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.6552691459655762,N-0002
377,S-0235,Pixel Eye Safety Helmets Detection,0.6522858142852783,N-0002
378,S-0023,Payment Solution for Housing Authority and Leisure and Cultural Department,0.6519342660903931,N-0002
379,S-0083,Smart Pharma Packaging,0.6511924862861633,N-0002
380,S-0084,NFC Product Authentication,0.6509336233139038,N-0002
381,S-0171,Augmented Reality (AR) model,0.6501412391662598,N-0002
382,S-0143,Cyberbit,0.6500842571258545,N-0002
383,S-0126,Self Service Business Intelligence,0.6491996049880981,N-0002
384,S-0265,Business Process Management Platform,0.6479505896568298,N-0002
385,S-0232,"""Smart"" Car Park Management System",0.647106409072876,N-0002
386,S-0081,iQ-Road and Traffic Management,0.6470820903778076,N-0002
387,S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.6457598209381104,N-0002
388,S-0211,Customised Mobile Application solution,0.6456124782562256,N-0002
389,S-0125,"BIM, BMS and IoT Integration",0.6448675990104675,N-0002
390,S-0261,DragOnce Platform,0.6436153650283813,N-0002
391,S-0240,Multilingual Voice Assistant,0.6434911489486694,N-0002
392,S-0197,WCL Robotic Process Automation Solution,0.6433671712875366,N-0002
393,S-0068,Reliability Centered Asset Management - Dynamic (RCAM-dyn),0.6427325010299683,N-0002
394,S-0026,Knowledge Management Solution (KM Power),0.640838623046875,N-0002
395,S-0118,Alteryx,0.6407605409622192,N-0002
396,S-0263,SafeGuard Series,0.6404058933258057,N-0002
397,S-0075,Altai SuperWiFi Solution,0.6400578022003174,N-0002
398,S-0218,Chief,0.6393212080001831,N-0002
399,S-0161,LiDAR and Optical Sensing applications for Smart City,0.6387363076210022,N-0002
400,S-0114,Worker Insights,0.6387144327163696,N-0002
401,S-0012,"Monitoring and Early Warning System for Holding Concentration, Insider Trading, Short-selling and Stock Price Manipulation",0.6384286284446716,N-0002
402,S-0155,Stella Enterprise Chatbot Builder,0.6382586359977722,N-0002
403,S-0156,Neo,0.6375858187675476,N-0002
404,S-0210,AI Cloud for Smart Construction,0.636444091796875,N-0002
405,S-0183,An Intelligent Solution for Automatic Processing and Chasing of Documents,0.6363087892532349,N-0002
406,S-0221,AI and IT enhanced learning platform,0.6362086534500122,N-0002
407,S-0027,Big Data Enabler Service (project based),0.6354650259017944,N-0002
408,S-0051,Insight Driven Organization (IDO),0.6350844502449036,N-0002
409,S-0222,Agorize Innovation Sourcing Platform,0.6349223256111145,N-0002
410,S-0170,Nixplay Signage,0.6348990797996521,N-0002
411,S-0262,Mobile application development,0.6344215869903564,N-0002
412,S-0205,Centrak Quarantine Management Solution,0.6343604326248169,N-0002
413,S-0296,BLOK Pass App for Travel Bubble,0.6343048810958862,N-0002
414,S-0163,Ai-Knowie,0.6333154439926147,N-0002
415,S-0165,Health Monitoring System,0.6329240798950195,N-0002
416,S-0292,Telepresence and Video Conferencing Solution,0.6309545040130615,N-0002
417,S-0059,EMF Workplaces Evaluation Program,0.6295124292373657,N-0002
418,S-0248,OFS Website Tracking System,0.6285700798034668,N-0002
419,S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.6275180578231812,N-0002
420,S-0172,Earthy,0.6256991624832153,N-0002
421,S-0091,Next Generation Growable Optical Networks,0.6234332323074341,N-0002
422,S-0131,ISS Project Management System,0.6232367157936096,N-0002
423,S-0289,Life Planning & Blockchain,0.6226470470428467,N-0002
424,S-0011,Precise Outdoor Crowd Analysis,0.6223211288452148,N-0002
425,S-0173,Go VR Immersive - Hololens 2 Mixed Reality Solution,0.6208807229995728,N-0002
426,S-0017,Falling Alert System for Elderly Care-- Optical Monitoring System (OMS),0.6203968524932861,N-0002
427,S-0052,OpenCloud CMP,0.619357168674469,N-0002
428,S-0093,DataOS System,0.6181334257125854,N-0002
429,S-0281,"Smart 5G Integrated Multi-Operator Active Distributed Antenna Solution for Malls, Venues and Stadiums",0.6166040897369385,N-0002
430,S-0164,Relate App,0.6164385080337524,N-0002
431,S-0064,Smart Education(Class VR),0.6163365840911865,N-0002
432,S-0229,SonoWatermark,0.6157190799713135,N-0002
433,S-0223,OceanX Share,0.6157073974609375,N-0002
434,S-0247,Seclore Digital Rights Management,0.6145951747894287,N-0002
435,S-0104,Litbulb Technologies,0.6143712997436523,N-0002
436,S-0241,Intelligent Data Platform,0.6142874956130981,N-0002
437,S-0282,Chatbot Solution - ccRobot,0.6132451295852661,N-0002
438,S-0190,Una Interactive Training Platform,0.6130439043045044,N-0002
439,S-0097,Smart Home e-Health Monitoring and Care System,0.6112702488899231,N-0002
440,S-0124,Enterprise Intelligent Assistant,0.6112396121025085,N-0002
441,S-0108,SparkXIO Smart Car Park Management System,0.6111365556716919,N-0002
442,S-0267,Smart Fever Screening System,0.6107258796691895,N-0002
443,S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,0.6097873449325562,N-0002
444,S-0191,NoQ E Form registration and quota distribution for massive traffic,0.6092076897621155,N-0002
445,S-0215,Self Check-in system for self-quarantined personal,0.6090041399002075,N-0002
446,S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.6081146001815796,N-0002
447,S-0007,Smart Life,0.6075612306594849,N-0002
448,S-0019,Personalized Education System,0.6074718236923218,N-0002
449,S-0123,Complete Encryption with HSM,0.606860876083374,N-0002
450,S-0121,Chatbot Solution and NLP applications from ZhuiYi Technology,0.606843113899231,N-0002
451,S-0048,AI-based Application,0.6065585613250732,N-0002
452,S-0105,Blockchain solution,0.6063382625579834,N-0002
453,S-0058,IoT Cybersecurity Testing and Certification Program,0.6055412292480469,N-0002
454,S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.6047205924987793,N-0002
455,S-0056,Advanced Contextual Analytic Solution for public enquiries,0.6042680144309998,N-0002
456,S-0213,Radar-based smart motion and position tracking system,0.6040040254592896,N-0002
457,S-0132,Mobility Mesh Wi-Fi Application for Smart City,0.6028956174850464,N-0002
458,S-0142,NetMotion Mobility,0.5978201627731323,N-0002
459,S-0255,Authgear,0.5970190763473511,N-0002
460,S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.5969741940498352,N-0002
461,S-0237,V-K V-OS Cloud Solutions,0.5963853597640991,N-0002
462,S-0242,Queue-it -  Virtual Waiting Room,0.5935407876968384,N-0002
463,S-0238,Rice Robotics,0.5911593437194824,N-0002
464,S-0040,RVM One Stop Recycling Solution,0.5885947346687317,N-0002
465,S-0264,Smart Parking with Video Analytics,0.5883269906044006,N-0002
466,S-0106,"Smart bin trash collection solution, especially remote area",0.5875374674797058,N-0002
467,S-0181,Artificial Intelligence Camera Solutions,0.5870550274848938,N-0002
468,S-0153,Dynatrace,0.5867213010787964,N-0002
469,S-0021,ReportNOW,0.5863850116729736,N-0002
470,S-0288,Mixed language Chatbot system with AI and voice functions,0.5855844616889954,N-0002
471,S-0280,Digital parking solutions for enterprise (Include online pre booking and payment settle),0.5854758024215698,N-0002
472,S-0020,Machines Predictive Maintenance,0.584356427192688,N-0002
473,S-0107,POARD Your Presentation Stage,0.5827574133872986,N-0002
474,S-0133,PANGA - Data Infrastructure Edge Computing for Smart Cities,0.5801346302032471,N-0002
475,S-0008,Shape Security - Shape Enterprise Defense,0.5796223878860474,N-0002
476,S-0069,Citizen Cloud,0.5795843601226807,N-0002
477,S-0175,Thermal Imaging Body Temperature Measurement Solution,0.5785537958145142,N-0002
478,S-0166,IXIA BREAKINGPOINT,0.5780538320541382,N-0002
479,S-0050,Deloitte ASSIST,0.5776338577270508,N-0002
480,S-0279,RoomQ virtual waiting room for massive traffic,0.5763368010520935,N-0002
481,S-0074,AI Chiller Plant – Smart Chiller Plant Optimization using Artificial Intelligence,0.5744153261184692,N-0002
482,S-0111,Smart car park solution,0.5744098424911499,N-0002
483,S-0005,Smart Lamp Pole and Robotic,0.5740485787391663,N-0002
484,S-0199,V-Key Mobile App Protection,0.5739583373069763,N-0002
485,S-0080,OceanX Cloud-based Enterprise Content Management (ECM),0.5735057592391968,N-0002
486,S-0157,NLP-powered Chatbot by Xiaomi,0.5733393430709839,N-0002
487,S-0034,Cloud Energy Management Platform,0.5715658664703369,N-0002
488,S-0273,Talos,0.5703346133232117,N-0002
489,S-0208,Indoor Map and Positioning for Smart City,0.5702372193336487,N-0002
490,S-0033,ATAL’s Cloud-based Chiller Plant Energy Management Platform (EM-Platform),0.5697615146636963,N-0002
491,S-0066,Smart Water Management,0.5689791440963745,N-0002
492,S-0136,Document Authentication,0.5654780864715576,N-0002
493,S-0227,Intelligent liquid crystal dimming film,0.5637800693511963,N-0002
494,S-0168,IXIA Vision ONE (Network Packet Broker),0.5609470009803772,N-0002
495,S-0272,Hybrid/ E Bus/ Mini Bus and Ferry Boat,0.560905396938324,N-0002
496,S-0294,Live Webinar Streaming service,0.5586485862731934,N-0002
497,S-0271,Server Data Analysis Service (User & Data),0.5577973127365112,N-0002
498,S-0139,imVision,0.5573041439056396,N-0002
499,S-0014,2D Face Re-identification,0.5554396510124207,N-0002
500,S-0159,Integrated Smart Film Solutions,0.5554172992706299,N-0002
501,S-0073,Enlighted Multi-Features Micro IoT Sensors Solution,0.5546283721923828,N-0002
502,S-0077,Anywhere Networks,0.5528315901756287,N-0002
503,S-0177,MAD Gaze Smart Glass,0.5504316687583923,N-0002
504,S-0116,Smart Parking Solution,0.5494151115417479,N-0002
505,S-0041,A.I. and speech solutions by Nexify and iFLYTEK,0.5485628247261047,N-0002
506,S-0147,Privacy-aware people counting system using Smart Radar sensor,0.5434833765029907,N-0002
507,S-0024,Automated Refuse Collection System with 1 chute for multi fractions,0.5434349775314331,N-0002
508,S-0207,Pandemic Management System,0.5431350469589233,N-0002
509,S-0015,3D Face Re-identification,0.5430638194084167,N-0002
510,S-0212,AI Solution for Outdoor People Counting without invading privacy,0.5425177216529846,N-0002
511,S-0130,OpenLegacy API factory,0.5400201082229614,N-0002
512,S-0092,Enable the wireless connectivity for IoT devices,0.5382205247879028,N-0002
513,S-0202,One card e-payment solution for GBA(Guangdong-hong kong-Macao Greater Bay area),0.5363420844078064,N-0002
514,S-0182,AppProtect+ (RASP) / YESsafe Zero Login (OTP) / AccessMatrix Universal Sign-On (SSO),0.5333595275878906,N-0002
515,S-0158,Switchable Glass / Film,0.5238942503929138,N-0002
516,S-0145,Arcserve® Appliance Series,0.5187042355537415,N-0002
517,S-0140,Drivelock,0.5151121020317078,N-0002
518,S-0245,Locobike：Automatic Bicycle Rental System,0.5138254761695862,N-0002
519,S-0062,Parkingbnb,0.5132879018783569,N-0002
520,S-0201,Non image base access control,0.5123832225799559,N-0002
521,S-0141,HubSecurity,0.5071031451225281,N-0002
522,S-0070,Well井 Smart Water Station,0.5070343017578125,N-0002
523,S-0138,Radware DefensePro and AppWall,0.5065823197364807,N-0002
524,S-0287,Siemens Mobility (e-)bike sharing powered by AI,0.5004602670669556,N-0002
525,S-0146,Promon Shield - Application Protection and Security for IoT & Connected Devices,0.4928343892097473,N-0002
526,S-0187,Provide an implementation plan for the Hongkong Financial Secretary's policy of granting HK $10 thousand to permanent residents aged 18 or above.,0.4913637936115265,N-0002
527,S-0086,Micro-Chip 2.0 for pets,0.4906746745109558,N-0002
528,S-0188,Data Vaccinator,0.4873121976852417,N-0002
529,S-0160,Smart glass,0.480778694152832,N-0002
530,S-0076,NEC InfoCage FileShell,0.4767033457756042,N-0002
531,S-0144,ZIroh Labs - Advanced Data Privacy and Encryption Technology,0.4728721082210541,N-0002
532,S-0078,Finger Vein PBI (Public Biometric Infrastructure) Platform for Smart City ID Authentication,0.4690589010715485,N-0002
533,S-0193,Dahua Body Temp Measurement Solution,0.4627204537391663,N-0002
534,S-0176,Epidemic prevention and control management system,0.4618659317493439,N-0002
535,S-0148,Zscaler,0.4617016315460205,N-0002
536,S-0098,ECOPLANT Solar Tracking Solar Panel System,0.4552274942398071,N-0002
537,S-0251,Self Service Bike Rental Solution,0.4281902313232422,N-0002
538,S-0109,Face Recognition Door Access System,0.4138864278793335,N-0002
539,S-0167,IXIA ThreatARMOR,0.4001446962356568,N-0002
540,S-0189,COVID19 Community Prevention Software System,0.3932323157787323,N-0002
541,S-0226,"Sky Drone - Autonomous Drone Solution (""Drone-in-a-Box"")",0.3916988968849182,N-0002
542,S-0042,Smart Water Duct Valve for shared Housing,0.3827565312385559,N-0002
543,S-0178,Motor Insurance DLT Authentication System - MIDAS,0.316567063331604,N-0002
544,S-0027,Big Data Enabler Service (project based),0.8399116992950441,N-0003
545,S-0230,STEMHUB Education Platform,0.8220447301864624,N-0003
546,S-0058,IoT Cybersecurity Testing and Certification Program,0.8035478591918945,N-0003
547,S-0060,FROM Network Audit Programs,0.7980881333351135,N-0003
548,S-0228,eClass Corporate Learning Management System (LMS),0.7806373834609985,N-0003
549,S-0195,SuperAcc Document Intelligence,0.7785472273826599,N-0003
550,S-0225,DocAnalyzer - Document Review Solution,0.7777059674263,N-0003
551,S-0122,"Smart City Solution - IoT, AI, Data Analytics Platform, Control",0.76067715883255,N-0003
552,S-0275,SMore-OCR,0.7568707466125488,N-0003
553,S-0046,SAP Digital Boardroom,0.7549561262130737,N-0003
554,S-0265,Business Process Management Platform,0.7493565082550049,N-0003
555,S-0216,BMC Helix Service & Operations Management,0.7471566796302795,N-0003
556,S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.7463916540145874,N-0003
557,S-0089,Smart Infrastructure Projects Planning and Execution,0.7463886737823486,N-0003
558,S-0085,SAP Geospatial Asset Management,0.7437924146652222,N-0003
559,S-0239,InterOps Accelerator,0.7402814030647278,N-0003
560,S-0221,AI and IT enhanced learning platform,0.7400214672088623,N-0003
561,S-0248,OFS Website Tracking System,0.7382517457008362,N-0003
562,S-0125,"BIM, BMS and IoT Integration",0.7371166944503784,N-0003
563,S-0203,Government payment scheme online application and data processing,0.7364937067031859,N-0003
564,S-0093,DataOS System,0.7362258434295654,N-0003
565,S-0038,Hybrid Reality Platform,0.7328604459762573,N-0003
566,S-0090,Smart Employee Learning Management,0.7322324514389038,N-0003
567,S-0031,PowerArena - Smart City Operations Platform,0.7318176627159119,N-0003
568,S-0209,Control-M (BMC Software),0.7281442284584045,N-0003
569,S-0259,Software Robotic Solution - iBot,0.7267170548439026,N-0003
570,S-0082,A.I. Contact Center and User Engagement Solution,0.7212506532669067,N-0003
571,S-0137,Splunk,0.7202932834625244,N-0003
572,S-0283,All-in-one Mobile Productivity Platform,0.720241367816925,N-0003
573,S-0224,OceanX Workflow,0.7163621783256531,N-0003
574,S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.7152696847915649,N-0003
575,S-0231,AI Information push service management system,0.7146227359771729,N-0003
576,S-0056,Advanced Contextual Analytic Solution for public enquiries,0.7128787040710449,N-0003
577,S-0241,Intelligent Data Platform,0.7121862173080444,N-0003
578,S-0010,Precise Facility Crowd Analysis,0.708878755569458,N-0003
579,S-0101,​LANDRAY Office Automation (OA) system solutions,0.7071572542190552,N-0003
580,S-0288,Mixed language Chatbot system with AI and voice functions,0.7047715783119202,N-0003
581,S-0152,Datax,0.7034342885017395,N-0003
582,S-0045,SAP Big Data Solution,0.7032687664031982,N-0003
583,S-0169,Robotic Assistant,0.7027919292449951,N-0003
584,S-0246,Remo Video Conferencing,0.7022750973701477,N-0003
585,S-0071,All-in-one Data Center - iDCmini System,0.6942325234413147,N-0003
586,S-0110,People Counting System (PCS),0.6941276788711548,N-0003
587,S-0219,"VR Virtual Store, Training & Education System",0.6931084394454956,N-0003
588,S-0003,GeoSpatial Cloud,0.6929797530174255,N-0003
589,S-0037,4D Immersive CAVE,0.6927911639213562,N-0003
590,S-0096,Clare.AI Asian Language Chatbot Solutions,0.6916022300720215,N-0003
591,S-0049,Blockchain Solution,0.6903047561645508,N-0003
592,S-0174,VR Training & Education System,0.6889786720275879,N-0003
593,S-0236,Workflow automation solution,0.6877572536468506,N-0003
